starttime	seconds	ctime	dtime	ttime	wait
Fri Jun 17 18:40:27 2011	1308328827	0	495	495	464
Fri Jun 17 18:40:28 2011	1308328828	0	495	495	494
Fri Jun 17 18:40:26 2011	1308328826	0	495	495	494
Fri Jun 17 18:40:25 2011	1308328825	0	495	495	494
Fri Jun 17 18:40:26 2011	1308328826	0	495	495	495
Fri Jun 17 18:40:25 2011	1308328825	0	495	495	495
Fri Jun 17 18:40:28 2011	1308328828	0	495	495	495
Fri Jun 17 18:40:25 2011	1308328825	0	495	495	474
Fri Jun 17 18:40:27 2011	1308328827	0	495	495	495
Fri Jun 17 18:40:25 2011	1308328825	1	494	495	494
Fri Jun 17 18:40:26 2011	1308328826	0	495	495	495
Fri Jun 17 18:40:26 2011	1308328826	0	495	495	495
Fri Jun 17 18:40:27 2011	1308328827	0	495	495	495
Fri Jun 17 18:40:25 2011	1308328825	0	495	496	495
Fri Jun 17 18:40:26 2011	1308328826	0	495	496	495
Fri Jun 17 18:40:26 2011	1308328826	0	495	496	457
Fri Jun 17 18:40:25 2011	1308328825	0	495	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	495	496	495
Fri Jun 17 18:40:27 2011	1308328827	0	496	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	495
Fri Jun 17 18:40:26 2011	1308328826	0	496	496	495
Fri Jun 17 18:40:28 2011	1308328828	0	496	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	473
Fri Jun 17 18:40:26 2011	1308328826	0	496	496	458
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	495
Fri Jun 17 18:40:28 2011	1308328828	0	496	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	495
Fri Jun 17 18:40:24 2011	1308328824	0	496	496	495
Fri Jun 17 18:40:28 2011	1308328828	0	496	496	495
Fri Jun 17 18:40:27 2011	1308328827	0	496	496	495
Fri Jun 17 18:40:28 2011	1308328828	0	496	496	495
Fri Jun 17 18:40:25 2011	1308328825	0	496	496	496
Fri Jun 17 18:40:27 2011	1308328827	0	496	496	496
Fri Jun 17 18:40:28 2011	1308328828	0	496	496	496
Fri Jun 17 18:40:27 2011	1308328827	0	496	496	496
Fri Jun 17 18:40:27 2011	1308328827	0	496	496	496
Fri Jun 17 18:40:26 2011	1308328826	0	496	497	496
Fri Jun 17 18:40:25 2011	1308328825	0	496	497	496
Fri Jun 17 18:40:26 2011	1308328826	0	496	497	496
Fri Jun 17 18:40:25 2011	1308328825	0	496	497	496
Fri Jun 17 18:40:25 2011	1308328825	0	496	497	496
Fri Jun 17 18:40:25 2011	1308328825	0	497	497	496
Fri Jun 17 18:40:27 2011	1308328827	0	497	497	496
Fri Jun 17 18:40:27 2011	1308328827	0	497	497	496
Fri Jun 17 18:40:24 2011	1308328824	0	497	497	466
Fri Jun 17 18:40:27 2011	1308328827	0	497	497	496
Fri Jun 17 18:40:26 2011	1308328826	0	497	497	496
Fri Jun 17 18:40:26 2011	1308328826	0	497	497	496
Fri Jun 17 18:40:25 2011	1308328825	0	497	497	496
Fri Jun 17 18:40:27 2011	1308328827	0	497	497	476
Fri Jun 17 18:40:28 2011	1308328828	0	497	497	497
Fri Jun 17 18:40:28 2011	1308328828	0	497	497	497
Fri Jun 17 18:40:27 2011	1308328827	0	497	497	497
Fri Jun 17 18:40:26 2011	1308328826	0	497	497	497
Fri Jun 17 18:40:28 2011	1308328828	0	497	497	496
Fri Jun 17 18:40:26 2011	1308328826	0	497	497	496
Fri Jun 17 18:40:24 2011	1308328824	0	497	497	497
Fri Jun 17 18:40:27 2011	1308328827	0	497	497	497
Fri Jun 17 18:40:24 2011	1308328824	0	497	497	497
Fri Jun 17 18:40:28 2011	1308328828	0	497	497	497
Fri Jun 17 18:40:28 2011	1308328828	0	497	497	497
Fri Jun 17 18:40:28 2011	1308328828	0	497	498	497
Fri Jun 17 18:40:25 2011	1308328825	0	497	498	497
Fri Jun 17 18:40:28 2011	1308328828	0	497	498	497
Fri Jun 17 18:40:25 2011	1308328825	0	497	498	497
Fri Jun 17 18:40:27 2011	1308328827	0	497	498	497
Fri Jun 17 18:40:26 2011	1308328826	0	497	498	497
Fri Jun 17 18:40:26 2011	1308328826	0	498	498	497
Fri Jun 17 18:40:28 2011	1308328828	0	498	498	497
Fri Jun 17 18:40:27 2011	1308328827	0	498	498	497
Fri Jun 17 18:40:27 2011	1308328827	0	498	498	497
Fri Jun 17 18:40:26 2011	1308328826	0	498	498	497
Fri Jun 17 18:40:26 2011	1308328826	0	498	498	498
Fri Jun 17 18:40:25 2011	1308328825	0	498	498	498
Fri Jun 17 18:40:25 2011	1308328825	0	498	498	498
Fri Jun 17 18:40:28 2011	1308328828	0	498	498	469
Fri Jun 17 18:40:24 2011	1308328824	0	498	498	498
Fri Jun 17 18:40:27 2011	1308328827	0	498	499	498
Fri Jun 17 18:40:27 2011	1308328827	0	498	499	498
Fri Jun 17 18:40:26 2011	1308328826	0	498	499	498
Fri Jun 17 18:40:25 2011	1308328825	0	499	499	498
Fri Jun 17 18:40:28 2011	1308328828	0	498	499	498
Fri Jun 17 18:40:28 2011	1308328828	0	499	499	498
Fri Jun 17 18:40:25 2011	1308328825	0	499	499	498
Fri Jun 17 18:40:24 2011	1308328824	0	499	499	498
Fri Jun 17 18:40:27 2011	1308328827	0	499	499	498
Fri Jun 17 18:40:28 2011	1308328828	0	499	499	498
Fri Jun 17 18:40:25 2011	1308328825	0	499	499	497
Fri Jun 17 18:40:27 2011	1308328827	0	499	499	498
Fri Jun 17 18:40:27 2011	1308328827	0	499	499	499
Fri Jun 17 18:40:27 2011	1308328827	0	499	499	456
Fri Jun 17 18:40:25 2011	1308328825	0	499	499	499
Fri Jun 17 18:40:27 2011	1308328827	0	499	499	499
Fri Jun 17 18:40:28 2011	1308328828	0	499	499	499
Fri Jun 17 18:40:26 2011	1308328826	0	499	499	499
Fri Jun 17 18:40:26 2011	1308328826	0	499	500	499
Fri Jun 17 18:40:26 2011	1308328826	0	499	500	499
Fri Jun 17 18:40:27 2011	1308328827	0	499	500	499
Fri Jun 17 18:40:27 2011	1308328827	0	499	500	499
Fri Jun 17 18:40:28 2011	1308328828	0	499	500	465
Fri Jun 17 18:40:26 2011	1308328826	0	499	500	499
Fri Jun 17 18:40:25 2011	1308328825	0	500	500	499
Fri Jun 17 18:40:24 2011	1308328824	0	499	500	499
Fri Jun 17 18:40:25 2011	1308328825	0	499	500	499
Fri Jun 17 18:40:25 2011	1308328825	0	500	500	499
Fri Jun 17 18:40:25 2011	1308328825	0	500	500	499
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	499
Fri Jun 17 18:40:25 2011	1308328825	0	500	500	499
Fri Jun 17 18:40:25 2011	1308328825	0	500	500	500
Fri Jun 17 18:40:28 2011	1308328828	0	500	500	500
Fri Jun 17 18:40:27 2011	1308328827	0	500	500	500
Fri Jun 17 18:40:27 2011	1308328827	0	500	500	498
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	500
Fri Jun 17 18:40:27 2011	1308328827	0	500	500	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	500
Fri Jun 17 18:40:24 2011	1308328824	2	499	500	498
Fri Jun 17 18:40:24 2011	1308328824	0	500	500	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	463
Fri Jun 17 18:40:27 2011	1308328827	0	500	500	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	500	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	501	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	501	500
Fri Jun 17 18:40:26 2011	1308328826	0	500	501	500
Fri Jun 17 18:40:28 2011	1308328828	0	501	501	500
Fri Jun 17 18:40:26 2011	1308328826	0	501	501	500
Fri Jun 17 18:40:28 2011	1308328828	0	500	501	500
Fri Jun 17 18:40:26 2011	1308328826	0	501	501	501
Fri Jun 17 18:40:26 2011	1308328826	0	501	501	501
Fri Jun 17 18:40:28 2011	1308328828	0	501	501	501
Fri Jun 17 18:40:28 2011	1308328828	0	501	501	501
Fri Jun 17 18:40:28 2011	1308328828	0	501	501	472
Fri Jun 17 18:40:27 2011	1308328827	0	501	501	501
Fri Jun 17 18:40:25 2011	1308328825	0	501	501	501
Fri Jun 17 18:40:26 2011	1308328826	0	501	501	501
Fri Jun 17 18:40:24 2011	1308328824	0	501	501	501
Fri Jun 17 18:40:27 2011	1308328827	0	501	502	501
Fri Jun 17 18:40:25 2011	1308328825	0	501	502	501
Fri Jun 17 18:40:25 2011	1308328825	0	501	502	501
Fri Jun 17 18:40:28 2011	1308328828	0	501	502	501
Fri Jun 17 18:40:26 2011	1308328826	0	501	502	501
Fri Jun 17 18:40:25 2011	1308328825	0	502	502	501
Fri Jun 17 18:40:24 2011	1308328824	0	502	502	501
Fri Jun 17 18:40:28 2011	1308328828	0	502	502	501
Fri Jun 17 18:40:25 2011	1308328825	0	502	502	501
Fri Jun 17 18:40:25 2011	1308328825	0	502	502	502
Fri Jun 17 18:40:27 2011	1308328827	0	502	502	502
Fri Jun 17 18:40:27 2011	1308328827	0	502	502	502
Fri Jun 17 18:40:27 2011	1308328827	0	502	502	502
Fri Jun 17 18:40:28 2011	1308328828	0	502	502	502
Fri Jun 17 18:40:25 2011	1308328825	0	502	503	502
Fri Jun 17 18:40:27 2011	1308328827	0	502	503	502
Fri Jun 17 18:40:24 2011	1308328824	0	502	503	502
Fri Jun 17 18:40:28 2011	1308328828	1	502	503	502
Fri Jun 17 18:40:25 2011	1308328825	0	502	503	477
Fri Jun 17 18:40:25 2011	1308328825	0	503	503	502
Fri Jun 17 18:40:27 2011	1308328827	0	503	503	502
Fri Jun 17 18:40:27 2011	1308328827	0	503	503	502
Fri Jun 17 18:40:28 2011	1308328828	0	503	503	503
Fri Jun 17 18:40:24 2011	1308328824	0	503	503	502
Fri Jun 17 18:40:26 2011	1308328826	0	503	503	503
Fri Jun 17 18:40:27 2011	1308328827	0	503	503	503
Fri Jun 17 18:40:26 2011	1308328826	0	503	503	503
Fri Jun 17 18:40:27 2011	1308328827	0	503	503	503
Fri Jun 17 18:40:25 2011	1308328825	0	503	504	503
Fri Jun 17 18:40:27 2011	1308328827	0	503	504	503
Fri Jun 17 18:40:28 2011	1308328828	0	503	504	503
Fri Jun 17 18:40:26 2011	1308328826	0	503	504	503
Fri Jun 17 18:40:25 2011	1308328825	0	503	504	477
Fri Jun 17 18:40:28 2011	1308328828	0	504	504	503
Fri Jun 17 18:40:26 2011	1308328826	0	504	504	503
Fri Jun 17 18:40:28 2011	1308328828	0	504	504	503
Fri Jun 17 18:40:24 2011	1308328824	0	504	504	503
Fri Jun 17 18:40:27 2011	1308328827	0	504	504	503
Fri Jun 17 18:40:26 2011	1308328826	0	504	504	503
Fri Jun 17 18:40:25 2011	1308328825	0	504	504	503
Fri Jun 17 18:40:25 2011	1308328825	0	504	504	503
Fri Jun 17 18:40:25 2011	1308328825	1	503	504	503
Fri Jun 17 18:40:28 2011	1308328828	0	504	504	503
Fri Jun 17 18:40:28 2011	1308328828	0	504	504	504
Fri Jun 17 18:40:28 2011	1308328828	0	504	504	503
Fri Jun 17 18:40:25 2011	1308328825	0	504	504	504
Fri Jun 17 18:40:28 2011	1308328828	0	504	504	504
Fri Jun 17 18:40:26 2011	1308328826	0	504	504	504
Fri Jun 17 18:40:27 2011	1308328827	0	504	504	504
Fri Jun 17 18:40:25 2011	1308328825	0	504	504	504
Fri Jun 17 18:40:27 2011	1308328827	0	504	504	504
Fri Jun 17 18:40:26 2011	1308328826	0	504	505	466
Fri Jun 17 18:40:25 2011	1308328825	0	504	505	504
Fri Jun 17 18:40:27 2011	1308328827	0	504	505	504
Fri Jun 17 18:40:27 2011	1308328827	0	504	505	504
Fri Jun 17 18:40:28 2011	1308328828	0	504	505	476
Fri Jun 17 18:40:25 2011	1308328825	0	504	505	475
Fri Jun 17 18:40:25 2011	1308328825	0	504	505	504
Fri Jun 17 18:40:24 2011	1308328824	0	504	505	504
Fri Jun 17 18:40:28 2011	1308328828	0	504	505	504
Fri Jun 17 18:40:24 2011	1308328824	0	505	505	504
Fri Jun 17 18:40:27 2011	1308328827	0	505	505	505
Fri Jun 17 18:40:26 2011	1308328826	0	505	505	479
Fri Jun 17 18:40:25 2011	1308328825	0	505	505	505
Fri Jun 17 18:40:24 2011	1308328824	0	505	505	505
Fri Jun 17 18:40:25 2011	1308328825	0	505	505	505
Fri Jun 17 18:40:28 2011	1308328828	0	505	505	505
Fri Jun 17 18:40:26 2011	1308328826	0	505	505	505
Fri Jun 17 18:40:25 2011	1308328825	0	505	506	505
Fri Jun 17 18:40:25 2011	1308328825	0	505	506	505
Fri Jun 17 18:40:26 2011	1308328826	0	506	506	505
Fri Jun 17 18:40:26 2011	1308328826	0	505	506	505
Fri Jun 17 18:40:26 2011	1308328826	0	506	506	505
Fri Jun 17 18:40:28 2011	1308328828	0	506	506	505
Fri Jun 17 18:40:26 2011	1308328826	0	506	506	505
Fri Jun 17 18:40:25 2011	1308328825	0	506	506	483
Fri Jun 17 18:40:27 2011	1308328827	0	506	506	506
Fri Jun 17 18:40:27 2011	1308328827	0	506	506	506
Fri Jun 17 18:40:28 2011	1308328828	0	506	506	506
Fri Jun 17 18:40:25 2011	1308328825	0	506	506	506
Fri Jun 17 18:40:28 2011	1308328828	0	506	506	506
Fri Jun 17 18:40:26 2011	1308328826	0	506	506	506
Fri Jun 17 18:40:26 2011	1308328826	0	506	506	506
Fri Jun 17 18:40:28 2011	1308328828	0	506	506	506
Fri Jun 17 18:40:27 2011	1308328827	0	506	507	506
Fri Jun 17 18:40:26 2011	1308328826	0	506	507	506
Fri Jun 17 18:40:25 2011	1308328825	0	506	507	506
Fri Jun 17 18:40:24 2011	1308328824	0	506	507	506
Fri Jun 17 18:40:27 2011	1308328827	0	507	507	506
Fri Jun 17 18:40:28 2011	1308328828	0	507	507	506
Fri Jun 17 18:40:24 2011	1308328824	0	507	507	506
Fri Jun 17 18:40:26 2011	1308328826	0	507	507	507
Fri Jun 17 18:40:27 2011	1308328827	0	507	507	507
Fri Jun 17 18:40:28 2011	1308328828	0	507	507	506
Fri Jun 17 18:40:25 2011	1308328825	0	507	508	507
Fri Jun 17 18:40:26 2011	1308328826	0	507	508	507
Fri Jun 17 18:40:27 2011	1308328827	0	507	508	507
Fri Jun 17 18:40:26 2011	1308328826	0	507	508	507
Fri Jun 17 18:40:25 2011	1308328825	0	508	508	507
Fri Jun 17 18:40:26 2011	1308328826	0	508	508	507
Fri Jun 17 18:40:24 2011	1308328824	0	508	508	507
Fri Jun 17 18:40:28 2011	1308328828	0	508	508	507
Fri Jun 17 18:40:25 2011	1308328825	0	508	508	507
Fri Jun 17 18:40:28 2011	1308328828	0	508	508	508
Fri Jun 17 18:40:28 2011	1308328828	0	508	508	508
Fri Jun 17 18:40:25 2011	1308328825	0	508	508	508
Fri Jun 17 18:40:25 2011	1308328825	0	508	508	508
Fri Jun 17 18:40:26 2011	1308328826	0	508	508	508
Fri Jun 17 18:40:26 2011	1308328826	0	508	509	508
Fri Jun 17 18:40:25 2011	1308328825	0	508	509	508
Fri Jun 17 18:40:27 2011	1308328827	0	508	509	508
Fri Jun 17 18:40:27 2011	1308328827	0	508	509	508
Fri Jun 17 18:40:27 2011	1308328827	0	509	509	508
Fri Jun 17 18:40:25 2011	1308328825	0	509	509	508
Fri Jun 17 18:40:28 2011	1308328828	0	509	509	509
Fri Jun 17 18:40:25 2011	1308328825	0	509	509	508
Fri Jun 17 18:40:28 2011	1308328828	0	509	509	509
Fri Jun 17 18:40:28 2011	1308328828	0	509	509	509
Fri Jun 17 18:40:27 2011	1308328827	0	509	509	509
Fri Jun 17 18:40:28 2011	1308328828	0	509	509	509
Fri Jun 17 18:40:25 2011	1308328825	0	509	509	509
Fri Jun 17 18:40:28 2011	1308328828	0	509	509	509
Fri Jun 17 18:40:28 2011	1308328828	0	509	509	509
Fri Jun 17 18:40:24 2011	1308328824	0	509	509	485
Fri Jun 17 18:40:27 2011	1308328827	0	509	509	509
Fri Jun 17 18:40:25 2011	1308328825	0	509	510	509
Fri Jun 17 18:40:24 2011	1308328824	0	509	510	469
Fri Jun 17 18:40:26 2011	1308328826	0	509	510	509
Fri Jun 17 18:40:25 2011	1308328825	0	509	510	509
Fri Jun 17 18:40:26 2011	1308328826	0	509	510	509
Fri Jun 17 18:40:26 2011	1308328826	0	510	510	509
Fri Jun 17 18:40:25 2011	1308328825	0	510	510	509
Fri Jun 17 18:40:24 2011	1308328824	0	509	510	509
Fri Jun 17 18:40:25 2011	1308328825	0	510	510	509
Fri Jun 17 18:40:28 2011	1308328828	0	510	510	509
Fri Jun 17 18:40:27 2011	1308328827	0	510	510	510
Fri Jun 17 18:40:27 2011	1308328827	0	510	510	509
Fri Jun 17 18:40:24 2011	1308328824	0	510	510	509
Fri Jun 17 18:40:28 2011	1308328828	0	510	510	510
Fri Jun 17 18:40:25 2011	1308328825	0	510	510	510
Fri Jun 17 18:40:27 2011	1308328827	0	510	510	510
Fri Jun 17 18:40:28 2011	1308328828	0	510	510	510
Fri Jun 17 18:40:26 2011	1308328826	0	510	510	510
Fri Jun 17 18:40:27 2011	1308328827	0	510	511	510
Fri Jun 17 18:40:28 2011	1308328828	0	510	511	510
Fri Jun 17 18:40:26 2011	1308328826	0	510	511	510
Fri Jun 17 18:40:25 2011	1308328825	0	510	511	510
Fri Jun 17 18:40:26 2011	1308328826	0	511	511	510
Fri Jun 17 18:40:25 2011	1308328825	0	511	511	510
Fri Jun 17 18:40:25 2011	1308328825	0	511	511	510
Fri Jun 17 18:40:26 2011	1308328826	0	511	511	510
Fri Jun 17 18:40:26 2011	1308328826	0	511	511	511
Fri Jun 17 18:40:28 2011	1308328828	0	511	511	511
Fri Jun 17 18:40:25 2011	1308328825	0	511	511	511
Fri Jun 17 18:40:27 2011	1308328827	0	511	511	511
Fri Jun 17 18:40:27 2011	1308328827	0	511	512	511
Fri Jun 17 18:40:27 2011	1308328827	0	511	512	511
Fri Jun 17 18:40:27 2011	1308328827	0	511	512	511
Fri Jun 17 18:40:26 2011	1308328826	0	511	512	511
Fri Jun 17 18:40:25 2011	1308328825	0	511	512	511
Fri Jun 17 18:40:27 2011	1308328827	0	512	512	511
Fri Jun 17 18:40:25 2011	1308328825	0	512	512	511
Fri Jun 17 18:40:27 2011	1308328827	0	511	512	511
Fri Jun 17 18:40:27 2011	1308328827	0	512	512	511
Fri Jun 17 18:40:25 2011	1308328825	0	512	512	511
Fri Jun 17 18:40:26 2011	1308328826	0	512	512	511
Fri Jun 17 18:40:25 2011	1308328825	0	512	512	511
Fri Jun 17 18:40:25 2011	1308328825	0	512	512	512
Fri Jun 17 18:40:28 2011	1308328828	0	512	512	512
Fri Jun 17 18:40:27 2011	1308328827	0	512	512	477
Fri Jun 17 18:40:25 2011	1308328825	0	512	512	512
Fri Jun 17 18:40:25 2011	1308328825	0	512	513	512
Fri Jun 17 18:40:27 2011	1308328827	3	509	513	509
Fri Jun 17 18:40:25 2011	1308328825	0	513	513	512
Fri Jun 17 18:40:26 2011	1308328826	0	513	513	512
Fri Jun 17 18:40:27 2011	1308328827	0	513	513	512
Fri Jun 17 18:40:26 2011	1308328826	0	513	513	512
Fri Jun 17 18:40:26 2011	1308328826	0	513	513	474
Fri Jun 17 18:40:25 2011	1308328825	0	513	513	513
Fri Jun 17 18:40:27 2011	1308328827	0	513	513	513
Fri Jun 17 18:40:24 2011	1308328824	0	513	513	513
Fri Jun 17 18:40:27 2011	1308328827	0	513	513	513
Fri Jun 17 18:40:24 2011	1308328824	0	513	514	513
Fri Jun 17 18:40:26 2011	1308328826	0	514	514	513
Fri Jun 17 18:40:26 2011	1308328826	0	514	514	514
Fri Jun 17 18:40:28 2011	1308328828	0	514	514	514
Fri Jun 17 18:40:26 2011	1308328826	0	514	514	514
Fri Jun 17 18:40:26 2011	1308328826	0	514	514	514
Fri Jun 17 18:40:25 2011	1308328825	0	514	515	514
Fri Jun 17 18:40:24 2011	1308328824	0	514	515	514
Fri Jun 17 18:40:26 2011	1308328826	0	515	515	515
Fri Jun 17 18:40:27 2011	1308328827	0	515	515	514
Fri Jun 17 18:40:25 2011	1308328825	0	515	515	514
Fri Jun 17 18:40:28 2011	1308328828	0	515	515	514
Fri Jun 17 18:40:28 2011	1308328828	0	515	515	514
Fri Jun 17 18:40:25 2011	1308328825	0	515	515	515
Fri Jun 17 18:40:28 2011	1308328828	0	515	515	473
Fri Jun 17 18:40:28 2011	1308328828	0	515	515	515
Fri Jun 17 18:40:25 2011	1308328825	0	515	515	515
Fri Jun 17 18:40:26 2011	1308328826	0	515	515	515
Fri Jun 17 18:40:28 2011	1308328828	0	515	516	515
Fri Jun 17 18:40:25 2011	1308328825	0	515	516	515
Fri Jun 17 18:40:27 2011	1308328827	0	515	516	515
Fri Jun 17 18:40:25 2011	1308328825	0	515	516	515
Fri Jun 17 18:40:27 2011	1308328827	0	516	516	515
Fri Jun 17 18:40:25 2011	1308328825	0	515	516	515
Fri Jun 17 18:40:27 2011	1308328827	0	516	516	515
Fri Jun 17 18:40:24 2011	1308328824	0	516	516	515
Fri Jun 17 18:40:27 2011	1308328827	0	516	516	515
